source_file,status,title,classification,employer,location,employment_type,salary_compensation,experience,required_education,date_closed,date_other,description,duties,required_skills_qualifications,desired_skills_qualifications,required_physical,benefits
specify-programmer-i-2022.pdf,ok,Biodiversity Informatics Senior Software Engineer,Not specified,University of Kansas,"Lawrence, Kansas, USA; Hybrid (fully remote considered)",Full-time,"$80,000","5 years of professional experience (or equivalent education and experience) including one or more of: front-end, back-end, or UI development for end-user application",Not specified (equivalencies accepted: High school/GED and 5 years related experience OR Associate's degree with 4 years related experience OR Bachelor's degree with 2 years of related experience OR Master's degree with 1 year of related experience),Not specified,"2022-04-11 (estimated from application review begin date of April 11, 2022)","We are looking for a software engineer to contribute to describing and documenting the life of the planet. The ideal candidate is eager to learn; actively shares ideas, knowledge, and strategies to build a stronger team and project; and possesses up-to-date knowledge of technological developments. We offer opportunities for professional growth and a generous university employee benefits program. We support scientists in natural history museums around the world with software that manages and publishes information about the species and specimens curated in research collections of plants and animals. The biological specimens document new species and the distribution of life on Earth. Our open-source Specify software platform is used by 300+ collections around the globe as part of a global research cyberinfrastructure collaboration HQ'd at the University of Kansas.","50% - Code web applications using software engineering best practices and documentation. Extend back-end functionality using automated testing. Design, guide, and evaluate systems within the scope of the broader project, and write code to solve ambiguous problems. Diagnose issues and debug/track/resolve by analyzing their sources and impact. | 20% - Work collaboratively as part of a team of software developers to specify, and design API interface definitions, web service wrappers, and web applications. Conduct technology research, define technical requirements, and design individual software components within a larger application. | 20% - Review and influence ongoing design, architecture, security, standards, and methods. Assess, and propose alternative implementation strategies and component classifications for software modules. | 5% - Participate in requirement gathering with project stakeholders, including team members, advisory committees, and biological collections researchers, and identify and prioritize innovations. | 5% - Mentor junior software developers in all aspects of their engineering duties.","5 years of professional experience (or equivalent education and experience*) including one or more of: front-end, back-end, or UI development for end-user application. | Competency and skill in best-practices of software design and implementation. | Proficiency in at least one, and capable of developing competency in the other, of front-end and back-end coding languages: JavaScript, TypeScript, Python, and Java. | Professional experience with relational database systems, including proficiency with SQL and principles of relational database design. | Developer's level understanding of DevOps methodology. | Experience working both independently and collaboratively in a team-based environment as demonstrated by experience, application materials, interview and references. | Strong written and verbal communication skills as demonstrated through application materials, interview and references.","A Bachelor's degree in computer science, or software engineering. | Professional experience with front-end/UI development for end-user applications. | Competency with a variety of object-oriented and functional programming languages. | Familiarity with test automation, Agile development practices, CI/CD, GitHub, Virtual machines and Docker. | Experience delivering and maintaining high quality, large-scale software to end-users. | Familiarity with scientific computing in the scope of museums and environmental sciences.",Not specified,"Opportunities for professional growth | Generous university employee benefits program | Flexible, remote or hybrid, 40-hour schedule | Pleasant and welcoming work environment"
specify-programmer-ii-2022.pdf,ok,Biodiversity Informatics Software Engineer,Not specified,University of Kansas,"Lawrence, Kansas (hybrid or fully remote based on candidate preference)",Full-time,"$70,000","4 years of professional experience (or equivalent education and experience) including one or more of: front-end, back-end, or UI development for end-user application",High school/GED and 4 years related experience OR Associate's degree with 3 years related experience OR Bachelor's degree with 1 year of related experience OR Master's degree in a field related to discipline,Not specified,"2022-04-11 (estimated from application review begin date of April 11, 2022)","We are looking for a software engineer to contribute to describing and documenting the life of the planet. The ideal candidate is eager to learn; actively shares ideas, knowledge, and strategies to build a stronger team and project; and possesses up-to-date knowledge of technological developments. We offer opportunities for professional growth and a generous university employee benefits program. We support scientists in natural history museums around the world with software that manages and publishes information about the species and specimens curated in research collections of plants and animals. The biological specimens document new species and the distribution of life on Earth. Our open-source Specify software platform is used by 300+ collections around the globe as part of a global research cyberinfrastructure collaboration HQ'd at the University of Kansas.","60% - Code web applications for optimum user experience using software engineering best practices, including documentation and comprehensive testing. | 20% - Work collaboratively as part of a team of software developers to specify and design web services and applications. Conduct technology research and design individual software components within a larger application. | 10% - Participate in requirement gathering with project stakeholders, including team members, advisory committees, and biological collections researchers, and identify and prioritize innovations. | 5% - Participate in daily stand up meetings, team design sessions, code reviews, and contribute to high-level architecture and design choices. | 5% - Perform other incidental software engineering/data management tasks as become necessary within the broad scope of the position","4 years of professional experience (or equivalent education and experience) including one or more of: front-end, back-end, or UI development for end-user application. | Proficient in at least one of the programming languages: JavaScript, TypeScript, Python. | Experience with principles of relational database systems and SQL. | Familiarity with best-practices of software design. | Experience working both independently and collaboratively in a team-based environment as demonstrated by experience, application materials, interview and references. | Strong written and verbal communication skills as demonstrated through application materials, interview and references.","Bachelor's degree in computer science, or software engineering. | Competency with a variety of object-oriented or functional programming languages. | Experience with data cleanup, manipulation, and ingestion. | Professional experience developing intuitive, end-user software applications. | Software development experience with web services.",Not specified,"Opportunities for professional growth | Generous university employee benefits program | Flexible, remote or hybrid, 40-hour schedule"
specimen-digitizer-2022.pdf,ok,Specimen Digitizer Intern,Not specified,California Botanic Garden,"Claremont, CA, USA; on-site","Part-time, Internship",Not specified,Not specified,"Bachelor's degree in Botany, Biological Sciences, or Life Sciences or currently enrolled in an undergraduate program with coursework in botany, biology, environmental sciences or related field",Not specified,2022-08-19 (estimated from application deadline stated in document),The Specimen Digitizer Intern will be responsible for all aspects of digitization on one of two NSF funded projects aimed at increasing the availability of specimens digitally. The All Asia project is aimed at digitizing herbarium specimens from 36 Asian countries. The Carlquist Extended Specimen Network project is aimed at curation and digitization of the Sherwin Carlquist collection.,"Assists with barcoding specimens for digitization. | Captures digital images of specimens. | Adds skeletal data (barcode, taxon name, geography) during image capture. | Transcribes specimen data from herbarium specimen labels into herbarium database. | Assists with barcoding events. | Assists with various herbarium tasks as needed.","Computer literate, proficiency with Microsoft Windows, Word and Excel is required. | Experience with preparation of archival quality specimens | Knowledge of world geography | Strong oral and written communication skills. Excellent people skills | Ability to work independently and as a team | Excellent organizational skills and an eye for details",Familiarity with collection databases and file management systems highly desirable | Experience working in herbaria or with natural history collections highly desirable,Not specified,Not specified
stanford-asst-coll-mgr-2026.pdf,ok,Assistant Collection Manager,Not specified,Stanford University Libraries,"Stanford, California, United States; on-site (main campus and nearby off-campus facility)",Full-time,Not specified,Not specified,Not specified,Not specified,2026-01-05 (estimated from application review start date stated in posting),"Stanford Libraries and the Doerr School of Sustainability Geoscience Specimen Collection are seeking a full-time Assistant Collection Manager (3-year fixed-term) to perform a variety of tasks and functions in support of the long-term preservation, enhancement, and access to a significant collection of rock, mineral, fossil, and other geological specimens housed in the Doerr School of Sustainability. The Libraries values are rooted in a commitment of mutual respect, the idea that every member of the staff has something to contribute, and that learning is constant. We seek a team member who is ready to share their skills and perspectives.","Inventory, rehouse, organize and relocate existing collections. | Catalog, and perform data entry into a relational database, photograph and otherwise document specimens in the collection. | Perform quality control and cleaning of collections metadata. | Georeference specimen locality information. | Assist with the processing of incoming specimens and outgoing loans. | Respond to inquiries and provide collections access and assistance to Stanford faculty, students, and visitors. | Assist with the development, implementation, and maintenance of collections protocols and workflows. | Assist with the design and implementation of special projects and exhibits. | Assist with the training and supervision of student workers. | Assist with day-to-day operations of the collection. | Evaluate and prepare collections metadata for migration into a new collections database. | Packing, rehousing and relocating collections, digitizing specimen data and metadata, developing workflows and protocols, and assisting with supervision of student workers.",Not specified,Not specified,Not specified,Not specified
stanford-asst-coll-mgr-geo-2026.pdf,ok,Assistant Collection Manager,Not specified,Stanford University Libraries,"Stanford, California, United States; On Site",Full-time,Not specified,Assistant Collection Manager 1 level: One or more years of experience working in geological collections or a closely related setting is required. | Assistant Collection Manager 2 level: Two or more years of experience working in geological collections or a closely related setting is required.,"Advanced degree in museum studies, geology, earth sciences or related field, or Bachelor's degree in geology, earth science or related field combined with relevant experience is required.",Not specified,"2025-12-12 (estimated from posting date of Dec 12, 2025; position noted as closed at time of document capture on 2026-02-19)",Not specified,Not specified,"Demonstrated working knowledge in one or more areas of the geological sciences and related field and laboratory methods. | Demonstrated knowledge of collections management best practices. | Basic understanding of relational databases and data cleaning methods. | Ability to be organized with excellent attention to detail. | Ability to work independently and collaboratively with a diverse team. | Consistent display of strong verbal and written communication skills. | Demonstrated ability to work cooperatively with colleagues and for faculty and students. | Basic managerial or supervisory skills. | Flexibility to be organized, productive and effective in a dynamic environment, involved with a variety of simultaneous projects and workflows. | Ability to read cursive handwriting.",Not specified,Not specified,Not specified
stanford-asst-coll-mgr-geo-2023.pdf,ok,Assistant Collection Manager I or II,Not specified,Stanford University Libraries,"Stanford, California, United States; On-site",Full-time,"Assistant Collection Manager 1 [Librarian 1]: $76,000 - $92,000; Assistant Collection Manager 2 [Librarian 2]: $86,000 - $101,000 per annum","At the Librarian 1 level: One or more years of experience working in collections or a closely related setting is required. | At the Librarian 2 level: Three or more years of experience working in collections, or a closely related setting is required.","Advanced degree in museum studies, geology, earth science or related field, or bachelor's degree in geology, earth science or related field combined with relevant experience is required.",Not specified,"2023-07-30 (estimated from posting date of 2023-04-28, typical ~90-day window for academic positions)","Stanford Libraries and the Doerr School of Sustainability Geoscience Specimen Collection are seeking a full-time Assistant Collection Manager (3-year term) to perform a variety of tasks and functions in support of the long-term preservation, enhancement, and access to a significant collection of rock, mineral, fossil, and other geological specimens housed in the Doerr School of Sustainability. The Assistant Collection Manager reports to the Geoscience Specimen Collection Curator and Manager and will work closely with faculty and collections staff to complete a detailed inventory and relocation of the collections into a new facility.","Inventory, rehouse, organize, and relocate existing collections. | Catalog, and perform data entry into a relational database, photograph and otherwise document specimens in the collection. | Georeference locality information. | Oversee the processing of incoming specimens and outgoing loans. | Respond to inquiries and provide collections access and assistance to Stanford faculty, students, and visitors. | Assist with the development, implementation, and maintenance of collections protocols and workflows. | Assist with the design and implementation of exhibits. | Assist with the training and supervision of student workers. | Lead tours and/or give demonstrations/workshops on collections resources. | Help maintain departmental files and other collections-related documentation. | Other duties as assigned. | [Level 2 additional duties:] Approve and oversee the processing of incoming specimens and outgoing loans. | Perform quality control and cleaning of collections metadata. | Assist with database development and oversee database maintenance. | Develop, implement, and maintain and/or enhance collections protocols and workflows, and remain current in community standards and best practices. | Train and supervise staff and students. | Assist with generating reports. | May perform specimen preparation and identification in an area(s) of expertise. | May manage a unit and/or special projects within the collection. | May assist with identification of funding programs and in developing grant proposals.","Demonstrated working knowledge in one or more areas of the geological sciences and related field and laboratory methods. | Demonstrated knowledge of collections management best practices. | Basic understanding of relational databases and data cleaning methods. | Ability to be organized with excellent attention to detail. | Ability to work independently and collaboratively with a diverse team. | Consistent display of strong verbal and written communication skills. | Basic managerial or supervisory skills. | Flexibility to be organized, productive and effective in a dynamic environment, involved with a variety of simultaneous projects and workflows. | Ability to read cursive handwriting. | [Level 2 additional requirements:] Proficiency in one or more areas of the geological sciences and related field and laboratory methods. | Proficiency with relational databases and tools for data cleaning. | Experience managing/supervising staff, students. | Experience developing workflows and overseeing dynamic collections-related projects. | Evidence of professional contribution and engagement in relevant professional or academic communities. | Consistent display of excellent verbal and written communication skills, including strong presentation skills.",Not specified,"Frequently sit/stand/squat, reach/work above shoulder level, climb ladders, write legibly by hand. | Ability to handle delicate, irreplaceable materials. | Ability to lift and/or move objects weighing 50 pounds unassisted. | May work in confined spaces and at heights 4-10 feet; be exposed to dust, mold, radioactive minerals, and other non-biological hazards. Expected to follow all safety requirements and procedures including wearing appropriate Personal Protective Equipment (PPE) if required.","Freedom to grow. We offer career development programs, tuition reimbursement, and course auditing. Join a TedTalk, watch a film screening, or listen to a renowned author or global leader speak. | A caring culture. We provide superb retirement plans, generous time-off, and family care resources. | A healthier you. Choose from hundreds of health or fitness classes at our world-class exercise facilities. We provide excellent health care benefits. | Discovery and fun. Stroll through historic sculptures, trails, and museums. | Enviable resources. Enjoy free commuter programs, ridesharing incentives, discounts and more."
sternberg-zoo-coll-mgr-2022.pdf,ok,Zoology Collections Manager,Not specified,Fort Hays State University / Sternberg Museum of Natural History,"Hays, Kansas, USA; on-site",Full-time,Not specified,Not specified,Master's degree in zoology or museum studies with specialty in zoology,Not specified,"2022-08-20 (estimated from posting date of 2022-07-18, approximately 30 days after posting)","Sternberg Museum of Natural History seeks a full-time, 12-month, non-tenure track zoological collections manager to oversee the care and management of its extensive and growing zoological collections including: Herpetology (16,000+ specimens), Mammalogy (45,000+ specimens plus 2 holotypes), Ichthyology (750,000 specimens), Ornithology (4500 specimens), Mussels (5000+) and Entomology (100,000+ insects). Collections consist of fluid-preserved specimens, skins, dry skeletons, histological, and frozen tissues. The collections focus on the Great Plains of the U.S.","Supervise zoology collections access, handling, and care, including overseeing accessions, loans, annual inventories, data entry, and integrated pest management | Initiate, develop, and implement collection improvement grants | Manage collections databases, data aggregators and maintain digital data standards | Supervision of Graduate Curatorial Assistants, students, and volunteers | Work collaboratively with museum Education Director and Exhibits Director on museum programs and exhibits | Maintain and report on annual scientific collection permits | Maintain internal and external partnerships with collaborators and collaborative institutions | Report on annual use of collections including specimen searches, tissue loans and published papers listing FHSM | Other duties as assigned by the Director | Teach a course on Collections Management in alternating years as a part of the FHSU museum studies program (this includes additional adjunct pay) | Participate on the university's IACUC committee | Participate on or lead contracted field research at Ft. Leavenworth (10 yr contract) | Collaborate in the care of the museum's 23 acres of nature trails | Care of the 23 species of rattlesnakes on exhibit and consult on care of other live animals at the museum that are under the care of the museum naturalist","Master's degree in zoology or museum studies with specialty in zoology | Expertise with taxonomy and identification of more than one taxonomic group (mammals, herps, fish, insects) | Field collecting experience | Experience in preparing and conserving specimens, including use of preservation chemicals","Familiarity with collection-based databases and web-based applications | Demonstrated skills in public speaking, writing, and interpersonal communication skills | Evidence of effective teaching at the university level | Knowledge of museum collection practices and standards",Not specified,Additional adjunct pay for teaching a course on Collections Management in alternating years
stanford-geo-coll-mrg-2022.pdf,ok,Geoscience Specimen Collections Curator and Manager,Not specified,Stanford Libraries (Stanford University),"Stanford, California, USA; on-site",Full-time,"$72,300 - $138,900","Two years' work experience in museum collections' management, care, and documentation (with advanced degree); OR over five years extensive experience in a managerial position of a natural history collection",Advanced degree in an earth sciences field,Not specified,"2022-07-05 (estimated from posting date of 2022-04-05, assuming ~90 day posting window)","Stanford Libraries in conjunction with the School of (Earth, Energy and Environmental Sciences) invites applications for the full-time permanent position of Collections Curator and Manager for the School's mineral, rock, and fossil collection. The Collections Curator and Manager will report to the Associate University Librarian for Sciences and Engineering. The School holds a large collection of at least 250,000 objects that require professional curation and management. These objects include rock and mineral specimens, samples, artifacts, and associated items such as field notebooks, maps, and reports. This partially curated collection will be housed in a yet to be built permanent physical space with dedicated staff to oversee accessioning, processing, management, and access to the collections in order to further research and teaching within the School and the broader scientific community. We seek an experienced and dynamic expert manager who will build the repository from the ground up into an actively curated collection.","Manage all aspects of storage, maintenance, use, security, and preventive conservation of the collection. | Develop, implement, and manage policies, procedures, and documentation associated with the acquisition, care, display, and loan of the collections. | Develop and monitor access protocols for research and teaching use of the specimens by faculty, students, and other interested parties. | Facilitate access and track use of collections for purposes of research, education, loan, and exhibit. | Develop and maintain the specimen database. | Act as the primary liaison with the School of Earth faculty and develop a cooperative and productive relationship between the Libraries and the School of Earth ensuring successful management of the collections. | Hire, train, and supervise staff to inventory, process, photograph, and maintain the collections. | Document, facilitate, and monitor loan requests. | Conceive, research, develop, and collaborate with colleagues to organize and mount displays of varying scope and curate items for classroom use. | Prepare collections-related reports including an annual report. | Monitor and manage the stewardship needs of the collections in adherence to the university's stewardship standards. | Collaborate with the Metadata Department and the Preservation Department on an as needed basis. | Respond to external requests for information about the specimens and field donation requests in collaboration with the Faculty Committee and Office of Development for the School. | Follow all University and museum ethics rules and protocols. | Other duties as assigned.","Demonstrated experience and background in physical and digital collection management including building or maintaining databases for objects. | Proven experience working with specimen collections and understanding the standards of practice in their management. | Familiarity with general museum collection protocols and library procedures. | Ability to handle delicate specimens and ancillary materials with damage or loss of data. | Proven ability to manage multiple priorities effectively and efficiently, with competing deadlines. | Demonstrated proficiency with MS Office and Google Suites, and database management applications (preferably with regards to collection management software such as Gallery Systems). | Demonstrated management and project management skills. Must demonstrate the ability to be both an effective manager and team member who can work in a dynamic and collaborative environment. | Demonstrated ability to build effective long-term relationships both internally and externally and the ability to clearly articulate and carry out the Collection's goals. | Sound knowledge of collections best practices, ethics, and standards.",Proficiency with collection management software such as Gallery Systems,"Frequently perform desk-based computer tasks, seated work and use light/fine grasping. | Occasionally stand, walk, and write by hand, lift, carry, push pull objects that weigh up to 10 pounds.",Not specified
tamu-asst-curator-ent-2022.pdf,ok,Assistant Curator,Not specified,Texas A&M AgriLife Research,"College Station, Texas, USA — on-site",Full-time,Commensurate,One year of related experience,Master's degree or higher in related field,Not specified,"2023-01-31 (estimated from posting date of 2022-12-22, approximately 5 weeks after posting)","The TAMUIC is a land grant university-based collection of insects and related arthropods specializing in the fauna of the south-central and southwestern United States and the northern Neotropical region (especially Mexico). The primary mission of the collection is to build and maintain a comprehensive collection of insects and related arthropods from these regions for research, reference and educational purposes. Containing approximately 3.1 million curated specimens, and ca. 1.5 million digital records, the TAMUIC supports a diverse range of activities in the TAMU Department of Entomology, Texas AgriLife Research, and Texas AgriLife Extension. The collection serves the worldwide entomological community as a source of high-quality specimens for systematics research and provides a focal point for the activities of a dedicated group of entomologists in Texas and adjacent states. The position's primarily responsibility is to actively manage the day-to-day operations of the TAMUIC.","Initiate, coordinate, prioritize, supervise, and participate in the daily operations of the Texas A&M University Insect Collection, including specimen and loan processing, collection curation and acquisition, public outreach, digital data acquisition and management, maintenance of voucher specimens, correspondence and collection records, assisting visitors, ordering supplies, and other related activities. (50%) | Recruit, train, and supervise part-time technicians and student workers to assist in implementing collection operations and initiatives; coordinate research collection activities with the departmental teaching collection manager. (20%) | Maintain the departmental arthropod identification and information service and assist in providing taxonomic support for instructional and outreach/Extension programs within the department. (10%) | Assist the Curator in identifying and securing support for collection development activities, and in establishing policies affecting collection operations and development. (5%) | Promote collection development through the conduct of independent and collaborative collection-based research in arthropod faunistics and systematics. (10%) | Enhance collection development, usage, and visibility through the development and maintenance of relationships with arthropod systematists and biologists, both professional and avocational. (5%) | Continue professional development and maintain knowledge of contemporary best-practices for insect/arthropod research collections through active participation in appropriate professional organizations, meetings, and related activities. | Other duties as required",Knowledge of modern collection management procedures. | Excellent verbal and written communication skills and presentation skills. | Good computer skills. | Ability to multi task and work cooperatively with others.,Not specified,Not specified,Prospective employee benefits | Retirement programs | Commitment to inclusive excellence
tamu-cm-verts-2024.pdf,ok,Curator,Not specified,Texas A&M AgriLife Research,"College Station, Texas, USA — on-site",Full-time,Commensurate,Required: Four years of related experience | Preferred: At least 2 years of museum experience relevant to ichthyology and/or herpetology,"Bachelor's degree in biology, zoology, or related field or equivalent combination of education and experience",Not specified,"2024-11-17 (estimated from posting date of approximately 2024-10-10, based on document capture date of 2024-10-17 with note 'Posted 7 Days Ago')","We seek an individual with the curatorial experience to jointly manage the Collection of Fishes and Collection of Amphibians and Reptiles, housed within the Texas A&M University Biodiversity Research and Teaching Collections (BRTC) in College Station, TX.","Daily management of cataloged specimens, including fluid, cleared-and-stained, dry skeleton, tissue samples, and ancillary materials such as field notes, and digital materials such as photographs, and CT datasets | Collections growth, through acquisition and preparation of new specimens, specimen accessioning, and databasing | Ensuring that collections databases are regularly updated and accessible on national and international data portals (e.g. VertNet, FishNet2) | Responding to and fulfilling requests for access to specimen information or specimen loan requests | Training and supervision of part-time staff, undergraduate student workers, and volunteers | Working with faculty to identify and seek opportunities for collections enhancement through external funding, including preparation of grant proposals | Developing and refining standard operating procedures for collections management | Contributing to activities that promote or showcase the collections, including public outreach and exhibits, and the preparation of an annual report of collection activities | Other duties as required",Good interpersonal and organizational skills | Leadership skills | Ability to work as part of multidisciplinary teams | Ability to multitask and work cooperatively with others,Master's degree | At least 2 years of museum experience relevant to ichthyology and/or herpetology | Taxonomic expertise relating to fishes and/or herptiles | Specimen database management software | CT datasets and visualization software,Not specified,Prospective employee benefits | Retirement programs | Commitment to inclusive excellence
suny-coll-mgr-2021.pdf,ok,Museum Collections Manager - Vertebrate Animals,"Instructional Support Specialist, SL4",State University of New York College of Environmental Science and Forestry (SUNY ESF),"Syracuse, NY — on-site",Full-time,"SL4, Salary DOQ (Dependent on Qualifications)","Three years of work experience in the natural sciences or natural science museum collections, or a combination of these",Master's degree in a natural science or museum collections field or related field,Not specified,2021-08-30 (estimated from application deadline stated in posting),"The State University of New York College of Environmental Science and Forestry (ESF) in Syracuse, NY invites applications for a calendar year position as an Instructional Support Specialist, serving specifically as the Collections Manager within the Department of Environmental Biology. The successful candidate will be in charge of the physical care, maintenance, accessibility, specimen preparation, and preservation of the College's vertebrate collections and their associated data, housed within the Roosevelt Wild Life Collections (RWLC). These research and teaching collections are primarily composed of birds and mammals, but also fishes, amphibians, and reptiles. The Collections Manager will promote and support use of collections for educational and research purposes, maintain specimen and loan records, and respond to information and loan requests. The Collections Manager will provide technical assistance for collections-related fund-raising, exhibitions, and other tasks associated with specimens and their data. The Collections Manager will also recruit, train, and supervise diverse student interns, volunteers, and researchers in museum techniques, cooperate with faculty across the College to address their collections-related teaching and research needs, and participate in a professional outreach capacity to promote the use and importance of the RWLC for natural history education.","Position workload: 40% collections management, 30% records administration, and 30% education and outreach | Provide knowledge on vertebrate taxonomy, morphology, and natural history as appropriate to the RWLC, for the purposes of collections management, vertebrate preparation, education, and outreach (including handling extension calls) | Employ best practices in the physical care, maintenance, specimen preparation, preservation, protection, organization, pest management, import/export, acquisition, and strategic growth of vertebrate collections. Some of these duties can include knowledge and proper use of chemicals and their disposal | Stay current on relevant regulatory laws and compliance procedures related to vertebrate collections, and maintain any permits relevant to the RWLC | Ensure meticulous record keeping and data accessibility | Manage multiple projects and their progress in an organized fashion | Work on extended, iterative tasks (e.g., data entry) with minimal supervision | Use computer as an important collections tool, including word processing, spreadsheets, data entry, file organization, digitization, imaging, and data archiving | Use and modify a relational collections database (especially Specify open-source collections database software) to enter, retrieve, and organize specimen data | Recruit, train, and supervise collections interns, volunteers, researchers, student teaching assistants, faculty, and staff in proper specimen and data handling and related museum techniques | Seek ongoing collections improvement (e.g., data and specimen accessibility and interpretation, physical infrastructure, workflow) | Keep collections spaces and equipment clean, tidy, pest-free, and in working order, addressing any issues in a timely manner | Cultivate specimen acquisition, including specimen exchanges, donations, and field collections or salvage, to address strategic needs, in consultation with Head Curator | Effectively and professionally communicate with members of the college and the public (both written and oral) | Foster a positive and cooperative working environment with undergraduate and graduate students, staff, and faculty from diverse backgrounds | Teach a course in museum techniques, focused on vertebrate animals and specimen preparation | Work with faculty and students to identify collections-based research projects; Collections Manager may also participate directly in research related to collections | Keep abreast of current collections trends, issues, and best collections practices, including biodiversity informatics being an active member of the Society for the Preservation of Natural History Collections (SPNHC)","Master's degree in a natural science or museum collections field or related field | Three years of work experience in the natural sciences or natural science museum collections, or a combination of these | Computer competency to include word processing, spreadsheet software, and file organization (Word, Excel and Access)","Proficiency in vertebrate taxonomy, morphology, and natural history, especially within the northeastern United States | Working knowledge of relevant regulatory laws and compliance procedures related to collections, particularly vertebrate collections | Previous work experience involving day-to-day management of collections | Demonstrated proficiency with standard natural history database systems, (e.g. Specify, Axiell EMu, Symbiota, Arctos), and/or computer programming experience highly desired | Working knowledge of external data repositories such as Global Biodiversity Information Facility (GBIF), iDigBio, and MorphoSource | Demonstrated organizational and project management ability | Experience writing effective reports, grants, professional correspondence and/or procedure manuals | Demonstrated proficiency in presenting information to and responding to questions from individuals or groups of managers, scientists, and the general public | Demonstrated interest in collections improvement (including but not limited to data and specimen accessibility and interpretation, physical infrastructure, and workflow) | Demonstrated potential for engaging diverse students in the classroom or as a research or museum techniques mentor | Demonstrated commitment to diversity, access, and in fostering an inclusive environment | Demonstrated potential for identifying and developing collections-based research projects at the high school, college, and/or graduate level | Membership in SPNHC, and relevant vertebrate-based society memberships","Able to handle specimens and operate tools or controls, reach up to 96 inches high (via step stool or ladder), climb (stairs, ladders, stepstools) and physically maneuver in area to perform job duties | Able to lift and/or move up to 25 pounds",Not specified
tamu-coll-mgr-fish-2024.pdf,ok,Curator,Not specified,Texas A&M AgriLife Research,"College Station, Texas, USA; on-site",Full-time,Commensurate,Required: Four years of related experience | Preferred: At least 2 years of museum experience relevant to ichthyology and/or herpetology,"Bachelor's degree in biology, zoology, or related field or equivalent combination of education and experience",Not specified,2024-11-29 (estimated from posting date of 25 days before document capture date of 2024-11-04),"We seek an individual with the curatorial experience to jointly manage the Collection of Fishes and Collection of Amphibians and Reptiles, housed within the Texas A&M University Biodiversity Research and Teaching Collections (BRTC) in College Station, TX.","Daily management of cataloged specimens, including fluid, cleared-and-stained, dry skeleton, tissue samples, and ancillary materials such as field notes, and digital materials such as photographs, and CT datasets | Collections growth, through acquisition and preparation of new specimens, specimen accessioning, and databasing | Ensuring that collections databases are regularly updated and accessible on national and international data portals (e.g. VertNet, FishNet2) | Responding to and fulfilling requests for access to specimen information or specimen loan requests | Training and supervision of part-time staff, undergraduate student workers, and volunteers | Working with faculty to identify and seek opportunities for collections enhancement through external funding, including preparation of grant proposals | Developing and refining standard operating procedures for collections management | Contributing to activities that promote or showcase the collections, including public outreach and exhibits, and the preparation of an annual report of collection activities | Other duties as required",Good interpersonal and organizational skills | Leadership skills | Ability to work as part of multidisciplinary teams | Ability to multitask and work cooperatively with others,Master's degree | At least 2 years of museum experience relevant to ichthyology and/or herpetology | Taxonomic expertise relating to fishes and/or herptiles | Specimen database management software | CT datasets and visualization software,Not specified,Prospective employee benefits | Retirement programs | Commitment to inclusive excellence
torch-databaseanalyst.pdf,ok,Database Analyst,Not specified,Oklahoma State University (OSU),"Stillwater, Oklahoma, USA — on-site",Full-time,"$16.73 - $25.90, Hourly (Contingent upon available funding)",1 year related experience (minimum),"Bachelor's Degree in Computer Science, Museum Science or related field",Not specified,"2020-01-03 (estimated from application full consideration deadline of January 3, 2020)","The analyst will maintain the TORCH digitization project's centralized database, oversee data synchronization with project portals and repositories, serve as the system administrator for the centralized web portal, provide overall quality control of images and crowdsourced data, ensure that workflows and data management protocols meet project standards for data preservation and data quality, work with contracted technical developers, and conduct training workshops on data management.",Maintain the TORCH digitization project's centralized database | Oversee data synchronization with project portals and repositories | Serve as the system administrator for the centralized web portal | Provide overall quality control of images and crowdsourced data | Ensure that workflows and data management protocols meet project standards for data preservation and data quality | Work with contracted technical developers | Conduct training workshops on data management,"Bachelor's Degree in Computer Science, Museum Science or related field | 1 year related experience","Master's Degree in Computer Science, Museum Science or related field",Not specified,Not specified
